index,Regulator,Target,Sign,Model,Classification,Confidence rank,Constraint,Notes
933,LCK,LATS1,positive,TGEN,unsupported,-,,This edge is contradicted by the evidence of a lack of direct or indirect effect of LCK on LATS1. 
934,NF2,LATS1,positive,TGEN,direct,1,regulates,"protein-protein interaction. Merlin (NF2) directly binds LATS1/2 through its FERM domain and recruits LATS to the plasma membrane, where it is phosphorylated by the MST1/2–SAV1 complex, then autophosphorylates and reaches full activity."
935,AKT,LCK,negative,TGEN,unsupported,-,,"As  the opposite direction and sign, LCK -> AKT, is supported., and there is no support for a negative feedback effect, this edge is unsupported."
936,ERK,LCK,positive,TGEN,unsupported,-,,"ERK phosphorylate LCK at Ser59, but the literature describes this phosphorylation as inhibitory/modulatory, not activating."
937,RAC1,MAPK8,positive,TGEN,indirect,2,,"causal effect; constitutively active RAC1 strongly activates JNK (MAPK8), whereas dominant-negative RAC1 blocks JNK activation induced by upstream stimuli."
938,RND1,MAPK8,positive,TGEN,unsupported,-,,"There is no mechanistic or causal evidence of a positive effect. On the contrary, the well-established signaling effect of RND1 is suppression of Ras–MAPK signaling."
939,ERK,MCL1,positive,TGEN,direct,1,regulates,"phosphorylation. ERK1/2 phosphorylates MCL1, which stabilizes MCL1 and increases its anti-apoptotic activity. ERK1/2 also has indirect effects on MCL1 transcription and translation."
940,GSK3B,MCL1,negative,TGEN,direct in the network sense,1,regulates,"phosphorylation. GSK3B phosphorylates MCL1. This creates/promotes a phosphodegron that is recognized by ubiquitin ligases, leading to MCL1 ubiquitination and proteasomal degradation."
941,AKT,MDM2,positive,TGEN,direct,1,regulates,"phosphorylation. AKT phosphorylates MDM2, particularly at Ser166 and Ser186. This phosphorylation promotes MDM2 nuclear localization and its effect on p53."
942,p53,MDM2,positive,TGEN,direct,1,regulates,regulation of transcription. p53 binds response elements associated with the inducible P2 promoter of MDM2 and increases MDM2 transcription.
943,RAF1,MEK,positive,TGEN,direct,1,necessary,phosphorylation. RAF1 (c-RAF) directly phosphorylates MEK1/2 (MAP2K1/2) on their activating serine residues. This activates MEK kinase activity.
944,IGF1,mTORC1,positive,TGEN,indirect,2,,"causal effect mediated by IGFR, PI3K, AKT"
945,NRG1,mTORC1,positive,TGEN,indirect,2,,"causal effect mediated by PI3K, AKT"
946,RHEB,mTORC1,positive,TGEN,direct,1,regulates,"protein-protein interaction. RHEB directly binds mTORC1, and allosterically activates the mTOR kinase"
947,PIP3,mTORC2_pm,positive,TGEN,direct,1,necessary,"protein-protein interaction. The SIN1/MAPKAP1 subunit of mTORC2 contains a PH domain that directly binds PIP3, recruiting mTORC2 to the plasma membrane and allowing it to phosphorylate substrates such as AKT. "
948,S6K,mTORC2_pm,negative,TGEN,indirect,2,,causal effect: active S6K reduces upstream PI3K signaling and thereby can reduce plasma-membrane-associated mTORC2
949,CTNNB1,MYC,positive,TGEN,direct,1,regulates,"regulation of transcription. In canonical Wnt signaling, nuclear β-catenin forms a transcriptional complex with TCF/LEF factors, and this complex directly regulates MYC transcription through TCF-binding regulatory elements."
950,EIF4,MYC,positive,TGEN,indirect,2,,causal effect mediated by the node Translation
951,ERK,MYC,positive,TGEN,direct,1,regulates,"phosphorylation. ERK1/2 phosphorylates MYC, which increases MYC protein stability and can enhance its transcriptional activity."
952,ESR1,MYC,positive,TGEN,indirect,2,,"ERα occupies regulatory elements associated with the MYC locus and induces MYC transcription. Because there is a separate node ER_transcription, this edge is classified as indirect."
953,GSK3B,MYC,negative,TGEN,direct,1,regulates,"phosphorylation. GSK3B directly phosphorylates MYC; phosphorylated Thr58 is recognized through the FBXW7 ubiquitin-ligase pathway, leading to ubiquitination and proteasomal degradation of MYC."
954,PIM,MYC,positive,TGEN,direct,1,regulates,"phosphorylation. PIM kinases, especially PIM1, phosphorylate MYC, which increases MYC protein stability and transcriptional activity."
955,STAT3,MYC,positive,TGEN,direct,1,regulates,regulation of transcription. STAT3 binds a regulatory region of the MYC promoter overlapping an E2F site and promotes MYC transcription.
956,ABL1,MYOD1,negative,TGEN,assumption,4,,"DNA-damage-activated ABL1 directly phosphorylates MyoD (MYOD1) at Tyr30 inhibits MyoD's transcriptional activity and blocks the myogenic differentiation program. Yet, this mode of activation of ABL1 is not included in this network, making this edge an assumption."
957,HES1,MYOD1,negative,TGEN,direct,1,regulates,regulation of transcription. HES1 binds to regulatory sequences associated with the MYOD1 promoter and directly represses MYOD1 transcription.
958,HEY1,MYOG,negative,TGEN,direct,1,regulates,"regulation of transcription. HEY1 is a bHLH transcriptional repressor induced by Notch signaling, and suppresses MYOG/myogenin expression."
959,MYOD1,MYOG,positive,TGEN,direct,1,regulates,regulation of transcription. MYOD1 is a bHLH transcription factor that directly activates MYOG transcription.
960,NOTCH1,NICD,positive,TGEN,direct,1,necessary,NICD is a proteolytic product of activated NOTCH1.
961,PRKACA,NEDD4L,negative,TGEN,direct,1,regulates,"phosphorylation. PRKACA is the catalytic subunit of PKA. PKA can directly phosphorylate NEDD4L/NEDD4-2. This promotes binding of 14-3-3 proteins to NEDD4L, inhibiting NEDD4L's E3 ubiquitin-ligase function toward several membrane targets."
962,S6K,NEDD4L,negative,TGEN,assumption,4,,This edge is not supported by mechanistic or causal evidence.
963,SGK1,NEDD4L,negative,TGEN,direct,1,regulates,phosphorylation. SGK1 phosphorylates NEDD4L; this promotes binding to 14-3-3 proteins and inhibits NEDD4L's ability to interact with and ubiquitinate its substrates.
964,p53,NF1,positive,TGEN,indirect,2,,"causal effect:  p53 positively regulates NF1/neurofibromin expression, but the mechanism is not clear"
965,TWIST1,NF1,negative,TGEN,assumption,4,,"There is no mechanistic or causal evidence for this edge. There is evidence in the opposite direction, with NF1 loss promoting TWIST1."
966,NEDD4L,NF2,positive,TGEN,direct in the network sense,1,regulates,"AMOTL1 acts as a scaffold that brings NEDD4L to Merlin. NEDD4L ubiquitinates NF2/merlin, which promotes Merlin's interaction with LATS1."
967,NOTCH1,NFKB,positive,TGEN,indirect,2,,"causal effect mediated by NICD, IKB"
968,AKT,NOS3,positive,TGEN,direct,1,regulates,phosphorylation. AKT phosphorylates NOS3/eNOS; this increases eNOS enzymatic activity.
969,HSP90AA1,NOS3,positive,TGEN,direct,1,regulates,"protein-protein interaction. HSP90 directly associates with NOS3/eNOS, and that binding increases eNOS enzymatic activity"
970,CTNNB1,NOTCH1,positive,TGEN,indirect,2,,causal effect. Stabilized β-catenin can increase NOTCH1 expression and Notch signaling in several cellular contexts.
971,DLL,NOTCH1,positive,TGEN,direct,1,necessary,ligand-receptor binding
972,LCK,NOTCH1,positive,TGEN,assumption,4,,"LCK binds NOTCH1 and they co-occur in a NOTCH1, LCK, and PI3K complex. LCK is required for NOTCH1 mediated activation of AKT, but there is no evidence of LCK1 regulating NOTCH1."
973,MDM2,NOTCH1,positive,TGEN,direct,1,regulates,"MDM2 directly binds NOTCH1 and ubiquitinates it; experimentally, this results in increased activation of the NOTCH1 intracellular domain rather than receptor degradation"
974,AKT,p21,negative,TGEN,direct,1,regulates,"phosphorylation. AKT phosphorylates p21 (CDKN1A), which causes p21 to be retained/relocalized to the cytoplasm, reducing its nuclear inhibition of cyclin–CDK complexes."
975,ERK,p21,negative,TGEN,indirect,2,,"causal effect, mediated by MYC and possibly alternative mediators as well"
976,MYC,p21,negative,TGEN,indirect,2,,"causal effect. MYC interacts with transcription factors already associated with the CDKN1A (p21) promoter, particularly MIZ1 (ZBTB17), represssing CDKN1A transcription. As there is a separate p21_T node, this effect on the protein level is indirect."
977,MDM2,p53,negative,TGEN,direct,1,regulates,"MDM2 binds the N-terminal transactivation domain of p53, suppressing p53's transcriptional activity. MDM2 is also an E3 ubiquitin ligase for p53, promoting its ubiquitination, nuclear export, and proteasomal degradation."
978,TCF7L2,PAK1,positive,TGEN,assumption,4,,This edge does not have causal or mechanistic support. The opposite direction is supported: PAK1 can regulate β-catenin signaling and thereby influence TCF/LEF-dependent transcription.
979,RAC1,PAK2,positive,TGEN,direct,1,regulates,"protein-protein interaction. Active RAC1-GTP directly binds the PBD/CRIB domain of PAK2. This binding disrupts PAK2's autoinhibited conformation, permitting PAK2 autophosphorylation and activation of its kinase activity."
980,SRC,PAK2,positive,TGEN,indirect,2,,causal effect mediated by adaptor proteins and RAC1
981,HES1,PAX7,negative,TGEN,unsupported,-,,This edge is not supported by mechanistic or causal evidence. Co-expression of HES1 and PAK1 is more supported.
982,HEY1,PAX7,negative,TGEN,unsupported,-,,This edge is not supported by mechanistic or causal evidence. Co-expression of HEY1 and PAK1 in Notch signaling is more supported.
983,MYOG,PAX7,negative,TGEN,correlation,3,,PAX7 is downregulated as MYOG/myogenin rises during myogenic differentiation. 
984,NOTCH1,PAX7,positive,TGEN,indirect,2,,"causal effect mediated by NICD, which together with coactivators regulates PAX7 transcription. The NICD-> PAX7 edge is not in the network."
985,IGF1R,PDK1_pm,positive,TGEN,indirect,2,,"causal effect mediated by PI3K, PIP3"
986,PIP3,PDK1_pm,positive,TGEN,direct,1,necessary,protein-protein interaction. PIP3 recruits PDK1 to the plasma membrane.
987,ERK,PGR,negative,TGEN,unsupported,-,,"ERK phosphorylates of PRB at Ser294, and this makes PR more transcriptionally active, more nuclear, and more responsive to ligand, even though it also accelerates ligand-dependent receptor turnover."
988,ESR1,PGR,negative,TGEN,unsupported,-,,"Contrary to this assumption, ESR1 upregulates the transcription of PGR."
989,PG,PGR,positive,TGEN,direct,1,regulates,ligand-receptor binding
990,EGFR,PI3K,positive,TGEN,direct,1,regulates,protein-protein interaction. Activated EGFR recruits the p85 regulatory subunit of class IA PI3K into a receptor-associated complex
991,ESR1,PI3K,positive,TGEN,direct,1,regulates,protein-protein interaction. The estrogen receptor ERα (ESR1) physically associates with the p85 regulatory subunit of PI3K.
992,IGF1R,PI3K,positive,TGEN,indirect,2,,causal effect mediated by IRS1
993,INSR,PI3K,positive,TGEN,indirect,2,,causal effect mediated by IRS1
994,IRS1,PI3K,positive,TGEN,direct,1,regulates,protein-protein interaction. phosphorylated IRS1 proteins bind the p85 regulatory subunit of PI3K.
995,RAS,PI3K,positive,TGEN,direct,1,regulates,protein-protein interaction. GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation.
996,STAT5,PIM,positive,TGEN,direct,1,regulates,regulation of transcription. Activated STAT5 binds regulatory elements of PIM1 and induces its transcription.
997,PI3K,PIP3,positive,TGEN,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
998,PTEN,PIP3,negative,TGEN,direct,1,regulates,PTEN dephosphorylates PIP3
999,CEBPB,PPARG,positive,TGEN,direct,1,regulates,regulation of transcription. C/EBPβ (CEBPB) is a transcription factor that directly binds regulatory regions of the PPARG gene and promotes its transcription.
1000,GATA3,PPARG,negative,TGEN,direct,1,regulates,regulation of transcription. GATA3 binds the PPARG promoter and represses its transcription.
1001,CYCLINDc,RB,negative,TGEN,indirect,2,,"The Cyclin D–CDK4/6 complex directly phosphorylates RB, which leads to a decrease in the hypophosphorylated RB. As pRB is a separate node of the network, we consider this edge indirect."
1002,PRKACA,PRKAA2,negative,TGEN,assumption,4,,"PRKACA (PKA) directly inhibits AMPKα1/PRKAA1, but there is no evidence of it interacting with PRKAA2 this way."
1003,STK11,PRKAA2,positive,TGEN,direct,1,regulates,"phosphorylation. STK11 (LKB1) directly phosphorylates the AMPK α catalytic subunit (PRKAA2) at the critical activation-loop residue Thr172, thereby activating AMPK."
1004,AKT,PRKACA,positive,TGEN,assumption,4,,This assumed edge is not supported by experimental evidence.
1005,WNT1,PRKACA,positive,TGEN,assumption,4,,"There is cross-talk between Wnt and PKA, but the direction is usually discussed as PKA regulating Wnt/β-catenin signaling, not WNT1 activating PRKACA."
1006,S6K,PTEN,positive,TGEN,unsupported,-,,"There is no evidence to support a positive effect. Instead, there is evidence of a negative effect: mTOR/S6K signaling promotes PTEN phosphorylation at Thr366, which can increase PTEN ubiquitination and degradation."
1007,SRC,PTEN,negative,TGEN,indirect,2,,causal effect. Src-family kinases inhibit PTEN function via an unknown mediator.
1008,AKT,RAC1,negative,TGEN,direct,1,regulates,"phosphorylation. AKT phosphorylates RAC1, which reduces RAC1's GTP-binding activity."
1009,DVL1,RAC1,positive,TGEN,direct in the network sense,1,regulates,Dishevelled proteins can cause activation of RAC1 by engaging RAC1 GEF proteins such as TIAM1. These are not in the network.
1010,PI3K,RAC1,positive,TGEN,indirect,2,,causal effect mediated by PIP3  and Rac guanine-nucleotide exchange factors
1011,HRAS,RAF1,positive,TGEN,direct,1,regulates,protein-protein interaction. GTP-bound HRAS directly binds RAF1 through RAF1's Ras-binding domain. This recruits RAF1 to the plasma membrane and promotes the conformational changes needed for RAF1 activation.
